DATA,LABEL
The product shall be able to process all transactionsThe product shall process minimum of 1 million transactions per year,7
 The server will support a maximum of 1 000 simultaneous users,7
The language of the product shall accommodate all of the target market countries 90 of survey respondents from each target market country will find that the language of the product is acceptable,7
The product shall be capable of handling the existing 1000 users This number is expected to grow 5 times within the next year,7
 The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch,7
The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management,7
The system shall cater to 10 simultaneous users from 9am to 5pm,7
The product shall be expected to operate for at least 5 years for each customer installation,7
The product shall be able to handle up to 1500 simultaneous users The system shall perform with 1500 users as a time,7
 The product shall be capable of handling up to 1 000 concurrent requests  This number will increase to 2 000 by Release 2  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours,7
The streaming server will support 50 simultaneous streaming connections,7
The WCS system shall have the ability to connect other designated WCS databases currently not included in the system,7
The system shall be expected to manage the nursing program curriculum and classclinical scheduling for a minimum of 5 years,7
The customer shall be able to easily integrate new building maps with the product throughout the productions lifecycle  Integration of new maps with the product shall be possible with little to no support from product support staff,4
Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season,4
 Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance,4
The RTE shall provide a mechanism in order to write updated NV data of RAMBlocks to NV memory with a certain timing schema writing strategyThe availability of this mechanism shall be configurable,4
Maintenance releases will be offered to customers once a year  The releases shall take no longer than 5 minutes for 80 of the customer base to install,4
The product shall be updated on a regular basisThe product will have a new major feature introduced every six months and quarterly maintenance releases every six months,4
In case of Sender Receiver communication with last is best semantics if the configuration requires RTE shall support an update flag that indicates whether there has been an update of the data since the last read operation from the Software Component to the data element,4
The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years,4
 All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides Every change must be reflected in WCS system documentation,4
The product shall be internet browser independentThe product must run using Internet Explorer and Netscape Navigator,4
The product shall operate with every platformThe product shall accommodate any new technology without any change in its architecture,4
New System version releases shall be released at the beginning of each NFL season,4
Washing parameters will be updated during scheduled maintenance hours,4
The product shall comply with insurance regulations regarding claims processing,2
The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing,2
All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations,2
SW components are protected from illegal access,2
The Disputes application must maintain a detailed history of every action that a user takes on a dispute case  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case,2
The product shall comply with the estimatics laws relating to recycled parts usage,2
IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies,2
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z,2
The product must comply with SarbanesOxley,2
The product shall operate in offline mode whenever internet connection is unavailable,10
The website shall continue to operate if the payment gateway goes down,10
The product shall retain user preferences in the event of a failure,10
The product shall be robust with fault toleranceThe product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures,10
The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution,10
100 of saved user preferences shall be restored when system comes back online,10
The website shall continue to operate if the streaming server goes down,10
The product is anticipated to be compatible with both Windows CE and Palm operating systems,11
